SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Ann,Annie,201104031300,201104031315,0.1,24.92
US-Ann,Annie,201104031300,201104031315,1,24.81
