SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Ann,Annie,201312312345,201401010000,0.1,20.39
US-Ann,Annie,201312312345,201401010000,1,20.47
