SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Ann,Annie,201712312345,201801010000,0.1,19.83
US-Ann,Annie,201712312345,201801010000,1,19.84
US-Ann,Annie,201712312345,201801010000,2,19.67
