SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Ann,Annie,201512312345,201601010000,0.1,24.75
US-Ann,Annie,201512312345,201601010000,1,24.82
