"SITE_ID","SITE_NAME","DEPTH","BATHYMETRY_AREA"
"CH-Bie","Biel",0,39300000
"CH-Bie","Biel",4,31180000
"CH-Bie","Biel",9,29450000
"CH-Bie","Biel",19,25000000
"CH-Bie","Biel",29,19400000
"CH-Bie","Biel",39,13250000
"CH-Bie","Biel",49,8550000
"CH-Bie","Biel",59,4630000
"CH-Bie","Biel",69,1850000
"CH-Bie","Biel",74,0
